,Time,Discharge_NWM
234,2019-09-26 18:00:00,7.449999833479524
235,2019-09-26 19:00:00,7.369999835267663
236,2019-09-26 20:00:00,7.27999983727932
237,2019-09-26 21:00:00,7.199999839067459
238,2019-09-26 22:00:00,7.1199998408555984
239,2019-09-26 23:00:00,7.039999842643738
240,2019-09-27 00:00:00,6.959999844431877
241,2019-09-27 01:00:00,6.889999845996499
242,2019-09-27 02:00:00,6.809999847784638
243,2019-09-27 03:00:00,6.749999849125743
244,2019-09-27 04:00:00,6.679999850690365
245,2019-09-27 05:00:00,6.609999852254987
246,2019-09-27 06:00:00,6.549999853596091
247,2019-09-27 07:00:00,6.489999854937196
248,2019-09-27 08:00:00,6.4299998562783
249,2019-09-27 09:00:00,6.369999857619405
250,2019-09-27 10:00:00,6.309999858960509
251,2019-09-27 11:00:00,6.249999860301614
252,2019-09-27 12:00:00,6.189999861642718
253,2019-09-27 13:00:00,6.129999862983823
254,2019-09-27 14:00:00,6.07999986410141
255,2019-09-27 15:00:00,6.019999865442514
256,2019-09-27 16:00:00,5.959999866783619
257,2019-09-27 17:00:00,5.899999868124723
258,2019-09-27 18:00:00,5.839999869465828
259,2019-09-27 19:00:00,5.76999987103045
260,2019-09-27 20:00:00,5.709999872371554
261,2019-09-27 21:00:00,5.6599998734891415
262,2019-09-27 22:00:00,5.599999874830246
263,2019-09-27 23:00:00,5.539999876171351
